[0.218s] Invoking command in '/home/useradd/ros2_ws/src/build/moveit_resources_pr2_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/useradd/ros2_ws/install/twist_mux_bridge:/home/useradd/ros2_ws/install/robot_navigation:/home/useradd/ros2_ws/install/robot_initial_pose:/home/useradd/ros2_ws/install/odom_bridge:/home/useradd/ros2_ws/install/mi_giro_final:/home/useradd/ros2_ws/install/cmd_vel_bridge:/home/useradd/dev_ws/install/robot_description:/home/useradd/dev_ws/install/my_doosan_pkg:/home/useradd/dev_ws/install/mobile_manipulator:/home/useradd/dev_ws/install/doosan_description:/home/useradd/dev_ws/install/bulldog_description:/opt/ros/humble /usr/bin/cmake /home/useradd/ros2_ws/src/moveit_resources/pr2_description -DCMAKE_INSTALL_PREFIX=/home/useradd/ros2_ws/src/install/moveit_resources_pr2_description
[2.983s] -- Found ament_cmake: 1.3.11 (/opt/ros/humble/share/ament_cmake/cmake)
[2.983s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[2.983s] -- Configuring done
[2.983s] -- Generating done
[2.983s] -- Build files have been written to: /home/useradd/ros2_ws/src/build/moveit_resources_pr2_description
[3.002s] Invoked command in '/home/useradd/ros2_ws/src/build/moveit_resources_pr2_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/useradd/ros2_ws/install/twist_mux_bridge:/home/useradd/ros2_ws/install/robot_navigation:/home/useradd/ros2_ws/install/robot_initial_pose:/home/useradd/ros2_ws/install/odom_bridge:/home/useradd/ros2_ws/install/mi_giro_final:/home/useradd/ros2_ws/install/cmd_vel_bridge:/home/useradd/dev_ws/install/robot_description:/home/useradd/dev_ws/install/my_doosan_pkg:/home/useradd/dev_ws/install/mobile_manipulator:/home/useradd/dev_ws/install/doosan_description:/home/useradd/dev_ws/install/bulldog_description:/opt/ros/humble /usr/bin/cmake /home/useradd/ros2_ws/src/moveit_resources/pr2_description -DCMAKE_INSTALL_PREFIX=/home/useradd/ros2_ws/src/install/moveit_resources_pr2_description
[3.003s] Invoking command in '/home/useradd/ros2_ws/src/build/moveit_resources_pr2_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/useradd/ros2_ws/install/twist_mux_bridge:/home/useradd/ros2_ws/install/robot_navigation:/home/useradd/ros2_ws/install/robot_initial_pose:/home/useradd/ros2_ws/install/odom_bridge:/home/useradd/ros2_ws/install/mi_giro_final:/home/useradd/ros2_ws/install/cmd_vel_bridge:/home/useradd/dev_ws/install/robot_description:/home/useradd/dev_ws/install/my_doosan_pkg:/home/useradd/dev_ws/install/mobile_manipulator:/home/useradd/dev_ws/install/doosan_description:/home/useradd/dev_ws/install/bulldog_description:/opt/ros/humble /usr/bin/cmake --build /home/useradd/ros2_ws/src/build/moveit_resources_pr2_description -- -j16 -l16
[3.060s] Invoked command in '/home/useradd/ros2_ws/src/build/moveit_resources_pr2_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/useradd/ros2_ws/install/twist_mux_bridge:/home/useradd/ros2_ws/install/robot_navigation:/home/useradd/ros2_ws/install/robot_initial_pose:/home/useradd/ros2_ws/install/odom_bridge:/home/useradd/ros2_ws/install/mi_giro_final:/home/useradd/ros2_ws/install/cmd_vel_bridge:/home/useradd/dev_ws/install/robot_description:/home/useradd/dev_ws/install/my_doosan_pkg:/home/useradd/dev_ws/install/mobile_manipulator:/home/useradd/dev_ws/install/doosan_description:/home/useradd/dev_ws/install/bulldog_description:/opt/ros/humble /usr/bin/cmake --build /home/useradd/ros2_ws/src/build/moveit_resources_pr2_description -- -j16 -l16
[3.079s] Invoking command in '/home/useradd/ros2_ws/src/build/moveit_resources_pr2_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/useradd/ros2_ws/install/twist_mux_bridge:/home/useradd/ros2_ws/install/robot_navigation:/home/useradd/ros2_ws/install/robot_initial_pose:/home/useradd/ros2_ws/install/odom_bridge:/home/useradd/ros2_ws/install/mi_giro_final:/home/useradd/ros2_ws/install/cmd_vel_bridge:/home/useradd/dev_ws/install/robot_description:/home/useradd/dev_ws/install/my_doosan_pkg:/home/useradd/dev_ws/install/mobile_manipulator:/home/useradd/dev_ws/install/doosan_description:/home/useradd/dev_ws/install/bulldog_description:/opt/ros/humble /usr/bin/cmake --install /home/useradd/ros2_ws/src/build/moveit_resources_pr2_description
[3.104s] -- Install configuration: ""
[3.241s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base.xml
[3.241s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base_L.dae
[3.241s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base_L.xml
[3.241s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base_L_convex.stla
[3.248s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base_L_convex.stlb
[3.248s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base_convex.stla
[3.249s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/base_convex.stlb
[3.250s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster.dae
[3.250s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster.xml
[3.250s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster_L.dae
[3.250s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster_L.xml
[3.250s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster_L_convex.stla
[3.250s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster_L_convex.stlb
[3.255s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster_convex.stla
[3.256s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/caster_convex.stlb
[3.256s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/pr2_wheel.dae
[3.264s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/pr2_wheel.xml
[3.265s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/pr2_wheel_convex.stla
[3.265s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/pr2_wheel_convex.stlb
[3.265s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/wheel.dae
[3.273s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/wheel.xml
[3.273s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/wheel_convex.stla
[3.274s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/convex/wheel_convex.stlb
[3.276s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/pr2_wheel.stl
[3.281s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/wheel.dae
[3.282s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/wheel.stl
[3.298s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/wheel_color.tif
[3.299s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/wheel_h.dae
[3.299s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/wheel_h_color.tif
[3.299s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/base_v0/wheel_normals.tif
[3.300s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/forearm.dae
[3.300s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/forearm.xml
[3.304s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/forearm_convex.stla
[3.304s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/forearm_convex.stlb
[3.305s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_flex.dae
[3.308s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_flex.xml
[3.319s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_flex_convex.stla
[3.319s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_flex_convex.stlb
[3.319s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll.dae
[3.326s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll.xml
[3.328s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll_L.dae
[3.329s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll_L.xml
[3.329s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll_L_convex.stla
[3.331s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll_L_convex.stlb
[3.331s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll_convex.stla
[3.334s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/convex/wrist_roll_convex.stlb
[3.335s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/forearm.dae
[3.335s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/forearm.jpg
[3.336s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/forearm.stl
[3.336s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/forearm_color.tif
[3.341s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/forearm_normals.tif
[3.342s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/wrist_color.tif
[3.342s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/wrist_flex.dae
[3.342s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/wrist_flex.stl
[3.344s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/wrist_normals.tif
[3.344s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/wrist_roll.stl
[3.363s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/forearm_v0/wrist_roll_L.stl
[3.370s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_l.dae
[3.376s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_l.xml
[3.378s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_l_convex.stla
[3.379s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_l_convex.stlb
[3.380s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_l.dae
[3.380s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_l.xml
[3.380s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_l_convex.stla
[3.381s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_l_convex.stlb
[3.383s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_r.dae
[3.389s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_r.xml
[3.405s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_r_convex.stla
[3.406s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_pad2_r_convex.stlb
[3.407s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_r.dae
[3.407s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_r.xml
[3.407s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_r_convex.stla
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/finger_tip_r_convex.stlb
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/gripper_palm.dae
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/gripper_palm.xml
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/gripper_palm_convex.stla
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/gripper_palm_convex.stlb
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/l_finger.dae
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/l_finger.xml
[3.411s] -- Up-to-date symlink: /home/useradd/ros2_ws/src/install/moveit_resources_pr2_description/share/moveit_resources_pr2_description/urdf/meshes/gripper_v0/convex/l_finger_convex.stla
